0,1,2,3,4,5
-54710,-21070,79020,-63510,24240,42030
-52410,-22230,78840,-63710,24020,41490
-52790,-22670,81500,-63890,23140,40710
-52830,-22870,81180,-63290,23140,40670
-53310,-21310,81060,-63770,23140,40190
-53320,-20660,81040,-63810,22600,40150
-53330,-20860,80480,-64030,23590,40150
-53430,-21080,80460,-64050,24030,40070
-53630,-23080,85380,-64490,22210,39610
-53640,-23660,84940,-65070,22010,41420
-52620,-23960,84540,-65350,22010,41380
-51420,-24220,83880,-65350,22010,41100
-51680,-22780,83380,-65530,22010,40600
-52280,-23000,83380,-66210,23850,40260
-52290,-24200,83220,-63080,23430,38920
-52300,-24980,82840,-63500,23430,40510
-52820,-25000,83880,-63540,23030,40450
-52960,-24520,83860,-63640,22930,40330
-52970,-24580,83860,-63700,23120,40270
-52980,-24600,84210,-63740,23120,39990
-53100,-24620,84090,-63860,23620,39870
-52700,-24840,84090,-64000,23620,39830
-51200,-25020,84050,-64000,22980,39190
-51460,-22180,83210,-64840,22720,38550
-50820,-22200,82990,-64840,22660,38210
-50480,-22220,82990,-64840,22600,37950
-50620,-22840,82930,-63380,22360,37550
-50630,-23400,82410,-63760,22360,39020
-50640,-23420,82390,-63780,22260,39190
-51080,-24000,81650,-61700,21940,39190
-51300,-21480,80870,-61740,21040,38610
-51310,-21500,80870,-61760,20780,38920
-51320,-21900,81740,-61800,20640,38640
-51330,-21920,81740,-61800,20220,39090
-51670,-21940,81300,-60160,19880,38590
-51790,-22800,80380,-56820,19580,37450
-51810,-23000,80340,-56820,19580,37710
-51820,-23080,79940,-57200,20530,37630
-51660,-23220,79940,-57200,20530,37610
-51820,-22180,79640,-57200,20090,37470
-52080,-22200,79640,-57620,21450,36810
-52560,-20320,79280,-58220,21010,36810
-52570,-20340,79790,-58440,20750,36810
-52670,-19820,79530,-58480,20710,36730
-52680,-19840,79410,-58940,20590,37460
-52780,-20040,79410,-58540,20490,37460
-52790,-20460,79050,-57410,20490,37120
-52800,-20480,79050,-57300,20470,37060
-53240,-20860,79030,-57840,20390,38520
-53820,-21260,81370,-58080,19270,38520
-53200,-21560,81370,-58100,19270,38220
-53500,-21580,82330,-58100,18970,37880
-53640,-21880,82330,-58100,18450,38840
-53760,-21900,82210,-56960,17730,38680
-53960,-22160,82210,-55980,17410,38480
-54280,-22380,81350,-53320,17170,37460
-54980,-23020,83450,-53380,16470,37460
-55360,-23880,82390,-54600,20910,36540
-54620,-23900,82350,-54600,20570,36200
-51280,-25340,81710,-54820,19530,36200
-51290,-25540,81450,-52810,18830,35360
-51530,-24980,81430,-53110,18830,35360
-51710,-25060,81430,-53310,19290,35360
-51810,-22160,81430,-54390,17570,35360
-51820,-22420,82140,-54390,17390,35100
-51940,-22540,81680,-53250,16950,35100
-52920,-23120,81380,-50190,16950,33900
-52930,-23140,81380,-50000,16910,33780
-49950,-23620,81020,-50640,16090,33100
-50510,-23640,80240,-51480,15450,35940
-50810,-24280,80240,-49300,14650,35500
-50850,-24320,80240,-49520,14530,35920
-51490,-25060,82180,-49520,14430,35460
-51500,-25420,82160,-49520,14920,35360
-50760,-26080,82160,-49520,14920,35280
-50770,-25950,82140,-49520,14900,35200
-50890,-26150,82080,-48520,14840,34640
-51770,-26750,81640,-45180,14300,33760
-52250,-26770,81540,-45200,14000,34680
-53110,-27090,81220,-45600,16260,34320
-53750,-25110,80500,-45620,15660,34320
-54890,-20290,80500,-47160,14600,33240
-55530,-20790,80380,-45200,14040,33100
-54150,-21310,80320,-45460,14040,32560
-54160,-21330,80240,-45500,14040,32710
-54280,-21350,80220,-45080,13940,32550
-54780,-21750,80220,-43900,13660,32550
-55180,-21990,80220,-44480,14920,32510
-55620,-20230,80220,-44980,14620,31990
-55900,-20890,80100,-45760,16460,31990
-55580,-20910,80060,-45760,16380,31810
-56020,-21210,79740,-45800,17780,31510
-56360,-21230,79740,-45400,17780,31470
-55560,-21250,79480,-45660,17780,31210
-55570,-21590,79480,-45660,18530,30810
-55610,-21630,79320,-45660,18490,31090
-55730,-21950,78980,-45660,18150,32210
-55830,-21970,79380,-45860,18070,32210
-55840,-22050,79570,-45960,18070,32210
-56040,-22370,81130,-46280,17530,32030
-54720,-22850,81130,-46760,17430,31770
-55140,-21230,80630,-47240,17430,31550
-56680,-21710,79170,-48200,23330,30090
-56740,-21130,79130,-48320,23330,29730
-56400,-21370,79130,-48340,23330,29650
-56420,-21790,79690,-48340,23230,29630
-56540,-20950,79350,-48340,22890,29590
-56560,-21190,79350,-48700,23770,29330
-57100,-21370,80870,-49180,23450,29330
-55380,-21770,80770,-49700,23450,28630
-55440,-21250,80590,-49700,23390,28410
-55450,-22210,78970,-51500,29580,26610
-55670,-22230,78610,-50900,29580,26610
-55810,-22250,78170,-49960,29440,26410
-56150,-22590,78170,-50240,30540,26270
-56990,-23330,77430,-50340,33460,25770
-55770,-23670,77430,-50380,33180,25210
-53310,-24530,76710,-50580,32920,24790
-53890,-24550,76110,-51180,35420,24090
-54010,-24570,76090,-50440,35180,23750
-54090,-24590,76390,-50440,35060,23670
-54370,-23490,76010,-50700,35000,23550
-54610,-23510,76810,-51020,35000,23330
-54620,-24130,76430,-52220,33720,26820
-54700,-24210,76870,-52360,33580,26820
-53760,-24470,76670,-52620,33420,26760
-53820,-24490,77370,-52820,33380,26380
-52740,-24770,77370,-53020,32780,26380
-51660,-25250,76790,-53020,32780,26360
-52020,-25270,76790,-52060,32740,25820
-52260,-24390,76790,-52520,32740,25640
-52560,-24690,76390,-52620,33840,25640
-52860,-24250,76390,-52620,33700,25640
-53560,-24270,76370,-51020,33220,25260
-53620,-25170,78670,-51180,33060,24240
-54180,-25810,77790,-51180,35760,23620
-54190,-26170,77750,-52020,34880,25750
-54450,-25390,77750,-52260,34600,25750
-54990,-23430,77150,-52260,33780,25750
-55190,-23730,78030,-52460,33780,25570
-55590,-24310,77510,-50560,33380,25570
-55890,-25190,77250,-50660,33280,27210
-55990,-25470,77990,-50700,32960,27210
-56610,-26150,77990,-49360,32960,27170
-56930,-25150,77790,-49700,32960,27030
-57030,-25170,77910,-49700,32960,27030
-57230,-25590,77650,-49840,32960,28050
-56250,-25610,77310,-50180,32680,28050
-55330,-25870,77310,-50300,32300,27890
-55450,-24830,77310,-50660,32300,27330
-55810,-25110,77310,-50700,33140,27170
-55130,-25130,77270,-50700,32800,26890
-55730,-25330,75770,-46420,31360,26350
-55740,-25950,75770,-47100,30540,28480
-55750,-24800,75490,-47700,30540,28220
-55990,-24820,75490,-46160,29820,27660
-56350,-24840,75130,-46660,29460,29260
-57150,-25520,74750,-47680,29400,32200
-57160,-25640,74330,-47680,29400,32750
-57200,-25680,74330,-47780,29620,32710
-58180,-26020,73710,-44520,28640,32370
-56220,-26700,73330,-45100,28620,32070
-56230,-27160,74500,-45100,28220,31770
-56870,-27180,76400,-45520,28220,30950
-57270,-25880,76360,-45620,27900,30510
-57610,-22940,75100,-46500,27900,30050
-57910,-23240,76740,-46520,27080,29850
-58090,-23560,77740,-46520,26700,29730
-56570,-24120,77220,-46520,26300,29690
-56590,-24140,77020,-46280,26300,29690
-56810,-23500,77000,-46480,26300,29490
-56820,-21350,75940,-47320,26060,29490
-56830,-20880,75700,-47320,25960,29370
-57250,-20900,75280,-45780,25460,29190
-55690,-21320,74640,-45980,25400,28950
-55390,-21340,74640,-46100,25340,28850
-52110,-22180,74360,-46900,24840,27990
-51410,-22200,74120,-46900,24620,27770
-51790,-22840,73740,-47200,24160,29930
-52070,-22940,73580,-47200,24780,29850
-52250,-21880,73380,-47560,24620,29690
-52570,-21980,72600,-45320,23900,29370
-53310,-22000,73640,-45580,23880,29370
-53320,-22260,73500,-45620,24330,29370
-53680,-23040,72680,-45900,23430,32510
-53800,-20680,71880,-46400,22570,32430
-52860,-21020,71880,-46760,22450,32310
-51040,-21040,71360,-47300,21910,32110
-51280,-21060,70860,-47480,21310,33650
-51760,-21080,70800,-47740,21310,34470
-52880,-21940,70300,-48740,25470,33790
-53240,-22100,69980,-48980,26670,33670
-53600,-20860,69620,-49320,26670,33490
-54020,-21600,69160,-50060,26270,36250
-54300,-21780,68280,-48720,26270,36250
-54880,-22400,70460,-49260,26110,35970
-55280,-22420,70320,-48540,25950,35970
-50820,-23380,69660,-49020,24770,34790
-51380,-18880,68760,-49660,23650,33510
-49720,-19340,68420,-50000,23550,33090
-50320,-19800,70740,-50600,23490,32490
-50660,-18640,70420,-50600,22990,32490
-50670,-18070,70400,-50600,22850,32090
-50790,-18290,70200,-50620,22810,32690
-51690,-16330,69660,-50740,22410,32690
-51830,-16650,69640,-49720,22410,32150
-52570,-17150,69040,-50340,25370,31650
-52990,-17170,70240,-50760,25370,31310
-53000,-17690,69920,-48990,24970,30790
-53100,-17710,70300,-49250,24970,30790
-53110,-18390,69540,-49450,24650,32760
-51030,-18890,69280,-49750,24310,32080
-51270,-19390,69260,-49770,25590,31580
-51750,-17630,68580,-49770,25130,31440
-52950,-18870,67920,-50390,24950,35340
-50230,-19130,67920,-50710,23750,34400
-50490,-20150,67680,-50710,25270,34400
-50500,-20350,67680,-50160,25270,34060
-50980,-20370,67560,-50160,25270,34680
-51260,-20550,67200,-50160,24910,35860
-52200,-18570,66640,-50300,24770,35660
-52840,-17470,66640,-50320,24350,35640
-53180,-18090,66640,-48940,24210,35360
-53190,-15700,66500,-49480,23310,34560
-53200,-16140,66200,-49480,24060,34560
-53320,-16920,66200,-47680,23620,34100
-53740,-17220,67460,-48040,23620,33920
-53750,-15990,67120,-48080,23140,33560
-53830,-16010,67020,-48860,24240,33440
-54390,-13790,66380,-48860,23380,33280
-51990,-14150,65120,-49440,23380,33080
-52850,-14170,64200,-49440,25660,32600
-53010,-14190,64480,-49540,25660,32600
-54030,-15350,63880,-50300,29920,31880
-54210,-15370,64900,-50540,29800,31420
-54930,-15390,66280,-50540,29800,30780
-54940,-15100,66240,-50680,29700,30780
-55980,-15860,66240,-48520,29340,30780
-56500,-14340,65900,-48600,29000,30540
-57100,-14860,65860,-48740,29000,31840
-57320,-14880,65760,-47440,28540,31340
-57330,-14940,66090,-47440,28480,31140
-57590,-12000,65110,-48480,28480,30480
-57600,-12120,64270,-48640,27820,32270
-57960,-12400,63870,-48680,27820,33350
-59020,-12420,63270,-48680,27780,35070
-59800,-10540,63090,-48920,27260,34910
-60540,-7360,62270,-49380,26700,34310
-60320,-7380,62090,-49380,26700,34290
-60740,-7900,62090,-47420,25880,34090
-61340,-4580,61350,-47720,24440,33850
-59780,-5560,61230,-48180,24440,33850
-60560,-6120,59590,-49720,22880,39930
-60880,-4740,59330,-49780,22740,39330
-61000,-4940,58910,-50220,22340,40910
-60100,-5160,58670,-50240,22160,40670
-59160,-5180,58430,-50920,22160,40670
-58600,-5200,58190,-51020,22160,40470
-58760,-4880,58190,-51020,22000,40470
-58770,-5160,58090,-51460,23330,39970
-59610,-2540,58070,-51900,22890,39090
-59990,-2960,58010,-52660,22710,40890
-60750,-380,57650,-53200,21790,40890
-60770,-340,57650,-53220,21790,40890
-59670,-920,57650,-53480,21530,40890
-58830,-940,57510,-53760,21310,40710
-59450,-1800,59210,-53840,21170,40710
-59460,-1960,59210,-53860,21700,40370
-59470,-2120,61880,-54860,20560,40010
-59480,-1310,61880,-55220,20180,39950
-60460,-1930,61880,-55240,19840,41910
-60600,-1950,61660,-55240,19840,42290
-59700,-1970,61480,-55580,19820,41950
-57580,-1990,60940,-55940,19140,41430
-56040,-2150,60400,-56200,19080,40910
-56480,-2490,62080,-56260,18900,40250
-57040,-2770,63020,-56260,18900,40150
-57300,-3050,64620,-56660,18900,39490
-58020,-3970,64480,-54600,18620,39490
-58030,-4070,64360,-54090,18480,39350
-58040,-3060,64040,-54410,18120,39350
-58640,-3380,66240,-54790,17620,38950
-59780,-4520,65140,-55550,21880,38830
-60680,-5640,68820,-56070,21720,37850
-60760,-5940,69820,-56070,21380,37570
-61120,-4800,69760,-56190,21380,36970
-61130,-4820,69580,-55800,21200,36970
-61140,-4840,69580,-55800,21230,36970
-61150,-5020,69340,-55940,22020,36750
-60490,-5240,69100,-55940,22020,36550
-60770,-3860,68800,-56060,21800,36090
-62010,-4820,68140,-57320,25980,36030
-62590,-5140,67820,-57460,25420,37950
-62770,-5160,68340,-57500,25240,37850
-63230,-5180,69740,-57820,24880,37610
-63450,-3600,69740,-57960,24340,36930
-64570,-4640,68660,-58260,23940,40870
-64870,-3560,68220,-58400,23740,40870
-64930,-3360,68200,-58460,23740,40810
-64940,-3580,67980,-58010,23740,40810
-64950,-4460,67400,-55980,23740,40250
-65590,-2080,67100,-56520,23100,39990
-66030,-900,66920,-57080,23100,39990
-66470,-1960,66180,-58140,27240,39150
-66910,-2480,66180,-58140,26740,40610
-67290,-3340,64780,-58500,29740,40610
-67550,-3860,64440,-58860,31640,40190
-67970,-4080,64420,-59140,31580,41190
-66290,-4260,64420,-59940,30960,41110
-66850,-4280,63380,-60040,30380,43410
-67290,-4360,63300,-60040,30360,44030
-68290,-5500,62360,-60180,34360,43250
-68650,-1180,61040,-61240,33700,42330
-69010,-1760,60960,-60220,33700,42330
-67510,-1780,60740,-60600,33320,41830
-68390,-2360,60740,-61020,35900,41130
-68490,-2820,60700,-61160,36740,41030
-68630,-2960,60520,-61240,37280,41030
-68830,-1900,60320,-61900,37280,41030
-68840,-1920,59700,-62160,38550,40670
-68320,-2220,59700,-62220,38450,40610
-68330,-1390,59340,-62480,38350,40510
-68930,-1710,58700,-62880,40310,40510
-69150,-2250,57280,-63200,44110,39210
-69850,-1470,57280,-63200,44030,39210
-68190,-1730,56880,-63520,44030,38530
-69150,-1990,56280,-63620,43710,40770
-69770,-2630,56240,-64380,43050,43490
-70350,-3030,55520,-65080,43050,45890
-70870,-3150,55500,-65560,42990,47090
-71250,-1710,55500,-65700,42490,46670
-71690,-2370,55500,-66320,42490,48390
-71700,-2910,54880,-66700,44560,47870
-71840,-3150,54700,-67300,44120,49470
-72260,-3170,55880,-67300,43700,49150
-72760,-3190,55240,-65660,43460,48910
-72770,-3390,57210,-66180,42720,48410
-72780,-2780,56990,-66360,42520,48410
-72800,-2800,56670,-65640,42260,48310
-73680,220,56670,-65760,41080,47470
-73980,200,57310,-65760,40760,47470
-74420,-340,56930,-66140,43540,46430
-74430,-360,56810,-66440,44290,46130
-74830,-640,56390,-66680,45790,45970
-74840,-1320,57620,-66680,45730,45490
-75520,320,57300,-66680,45410,45170
-75960,-240,56940,-66720,45410,46570
-75970,270,56900,-66780,45410,46170
-76250,250,57820,-66860,45230,45810
-76260,1520,57340,-67240,44830,45810
-76360,1340,57160,-65840,44470,45230
-76420,1700,57060,-65920,44350,45230
-76580,760,56180,-66000,44250,47390
-76590,600,55900,-65310,44130,47270
-74390,-220,55520,-66150,43970,47270
-74470,-20,55480,-66150,43970,47190
-75210,-120,57680,-66150,43310,46490
-74870,-140,57660,-66290,43310,46330
-75090,-160,57440,-66530,44350,45990
-75610,-580,57400,-66950,46010,45730
-76950,-2140,56200,-68350,51790,45450
-77910,-3340,55680,-68490,55750,44310
-78450,-3360,55680,-68630,55190,45570
-78460,-3840,55180,-67640,55190,45570
-78470,-4280,56250,-67640,54990,45150
-78770,-5120,55830,-65640,54770,44930
-78870,-5200,56050,-65640,54730,44930
-78880,-5300,56980,-65680,54050,44830
-79120,-5320,57840,-65680,53870,44410
-79130,-6240,59170,-65680,53470,44410
-79550,-6320,61290,-65940,52690,43830
-79170,-6340,61230,-66020,52590,43710
-78490,-6360,61190,-66140,52330,43470
-75710,-7620,60270,-66140,52070,43130
-75720,-7010,59950,-66280,52070,42990
-75940,-7030,59530,-66280,51650,44070
-76320,-7050,60890,-66820,51510,43790
-76330,-7070,60630,-67120,51090,44800
-76340,-7250,60310,-67200,51980,44500
-76350,-7270,60860,-67380,51640,44500
-76360,-7290,60640,-67380,51340,45050
-77140,-7870,60640,-68300,50640,48030
-77150,-7890,60620,-68300,50830,47890
-77160,-7990,60580,-68400,50730,48240
-76160,-8010,60540,-68400,50110,47920
-76170,-8310,60360,-68440,51280,47280
-77790,-9930,60300,-63620,49760,47280
-77830,-9950,60300,-64440,50920,47000
-77840,-9970,60300,-63750,50500,46760
-79400,-5490,60260,-65390,49740,46280
-79760,-5850,59940,-64030,49620,46080
-79770,-6910,63550,-64890,48500,45520
-79910,-7250,63490,-64890,49260,45300
-80690,-7610,62370,-61950,49260,44620
-80700,-7750,62900,-62190,49260,44480
-80710,-7770,62880,-62270,49260,44610
-81010,-6910,62820,-62470,49260,44310
-81020,-7090,62720,-62510,49220,44680
-81580,-7470,62600,-63730,53180,43000
-82160,-7490,62560,-63910,52740,44260
-82560,-7710,62500,-64290,54440,43620
-82570,-7830,62380,-64590,54260,44350
-82580,-6060,62380,-64630,54000,42890
-82720,-6080,62280,-64950,54720,42750
-83320,-6400,63520,-65010,54540,42670
-83800,-7060,63460,-65670,56640,42430
-84000,-7160,64040,-65670,56640,42150
-84620,-7620,63580,-65910,58920,41650
-85200,-7640,63200,-64430,58580,41490
-85260,-7740,63420,-64430,58520,41490
-84200,-8220,63420,-64450,58420,41030
-83280,-8240,63340,-64630,57960,40850
-83460,-8000,63340,-64690,57960,40850
-81340,-8520,62580,-64690,57580,40390
-81350,-8540,61780,-63700,57580,40230
-81890,-8560,61760,-63800,57360,41130
-81900,-8410,61760,-63800,57220,41130
-82040,-8090,61720,-63880,57220,41070
-82560,-8110,61680,-64220,57220,41990
-82900,-8450,63940,-64820,56580,41650
-83400,-7030,63920,-64940,56160,41290
-83410,-6700,63920,-64940,56120,41010
-83550,-7180,63900,-65420,56100,42150
-83750,-7380,63900,-64840,56100,41970
-83950,-7440,63900,-64840,55920,42410
-82750,-7900,63660,-64880,55700,42170
-83470,-7920,62540,-65300,58400,41750
-84690,-7940,61820,-65400,61100,41110
-84790,-8140,62620,-65400,60860,40850
-85550,-8320,64440,-65640,60720,40350
-85750,-8340,64100,-64500,60460,40030
-85930,-8820,63620,-64620,60320,41430
-86290,-8840,64160,-64620,60160,41430
-86300,-9220,64690,-64660,60060,41430
-86310,-8930,64670,-64660,59880,41350
-86320,-8970,64490,-64900,60530,41170
-84980,-9270,64110,-65340,60310,41170
-85680,-9290,65030,-65340,60310,40970
-86260,-7950,65030,-65620,59830,40970
-84520,-7970,64670,-65880,59390,40310
-85200,-8110,63990,-65900,58530,42690
-85700,-8630,63970,-66520,60750,42130
-86400,-8650,63270,-67000,60750,44030
-86410,-9070,63250,-65770,59990,44010
-86420,-8260,62990,-65770,59590,43870
-87040,-6880,62250,-65790,59590,43870
-87050,-6900,62150,-65850,59590,44060
-87060,-6690,61950,-65850,59590,44060
-87070,-4500,61250,-66530,58790,44060
-85250,-5340,60750,-66670,58450,44060
-85410,-3720,60210,-66670,57930,43660
-85710,-2020,59870,-67310,57930,43240
-86110,-2420,59850,-67310,58750,43240
-85670,-2440,59850,-67450,58610,43100
-86410,-2460,58970,-67930,60730,43100
-86910,-900,58950,-68430,60230,43060
-87030,-920,59190,-68430,60130,43060
-87270,-1220,60490,-68650,59890,42760
-86310,-1240,59950,-68910,59750,42760
-86320,-1480,59930,-67960,59510,42320
-86720,-800,59890,-67960,59270,42320
-87160,-820,59590,-68360,60430,42320
-87170,-1260,59110,-66850,60430,41740
-87510,-1640,59070,-66990,61810,41260
-87910,-2120,59070,-65910,61710,41160
-88050,-2140,58350,-66270,61670,42440
-87750,-2400,58350,-66290,61650,42440
-86230,-2800,57950,-66430,61290,42220
-86350,-3260,57490,-64590,60830,41880
-86650,-3280,57190,-64690,59590,43840
-87170,-3400,58790,-65150,59510,43420
-87730,-4640,58010,-65970,62910,43420
-87890,-4980,59170,-65970,62570,43100
-88510,-5720,58330,-66330,62390,45840
-88950,-5740,58010,-66330,61950,47060
-88960,-6000,57850,-66490,62660,46940
-88970,-6020,59340,-66570,62000,46220
-89070,-6040,59340,-66450,62000,46220
-89080,-6180,59180,-66450,61640,46890
-89520,-6680,58880,-66450,62880,46890
-87300,-6820,58320,-66610,62260,46150
-87310,-7260,57760,-67290,61500,48600
-87320,-7460,59170,-67390,60880,48120
-87330,-7480,59130,-67040,60740,47980
-85910,-8000,58870,-67240,60560,47720
-85920,-8600,60620,-67440,60360,46980
-86560,-6020,60620,-68060,59380,46640
-87000,-6040,60560,-68140,59040,47580
-87540,-6380,60180,-68460,61580,46620
-87880,-7000,59700,-68460,61380,48260
-87890,-7280,59700,-68460,61360,48570
-88050,-8040,58940,-68680,63500,48330
-87170,-8240,58720,-68980,63340,48330
-87250,-8380,58580,-68980,63340,48690
-87670,-8780,58220,-69120,63220,50130
-86370,-9260,58060,-69500,63000,50070
-86380,-9480,57680,-67970,62600,49550
-86880,-9940,57180,-68150,62420,51370
-84820,-9960,56440,-68510,62080,50770
-85280,-10040,56400,-68990,63900,50010
-85320,-10840,56400,-66350,62880,49230
-84900,-11100,56260,-66350,62860,49230
-85540,-11380,56040,-66350,62700,50530
-86180,-8600,55660,-66990,62280,49830
-88060,-8980,55600,-62670,60400,49710
-85100,-10420,54440,-62930,60300,49710
-85200,-10080,54420,-62930,60200,49590
-86140,-6720,53980,-63770,59200,49450
-85580,-6900,53980,-63770,59000,49270
-85590,-7300,53900,-63850,58260,50580
-80770,-8640,52440,-63850,56780,50040
-80890,-9220,53840,-63850,56780,49340
-81190,-9240,55220,-63890,56320,48780
-81250,-9560,55220,-63130,56300,48420
-82150,-9700,57040,-63350,56240,47920
-82890,-9900,56920,-63710,55420,50160
-83150,-10160,56840,-62730,55040,50160
-83750,-10180,58240,-62730,54260,50160
-84430,-8400,57960,-63350,54160,50060
-84990,-9000,57720,-63350,53560,52060
-85070,-9360,57720,-63870,52980,53600
-85080,-9680,58330,-63990,52820,53600
-85380,-10000,58310,-63350,52820,53600
-85920,-8500,58310,-63810,52320,53600
-85160,-8520,58210,-63910,51980,53400
-85170,-8540,58190,-64610,53790,52340
-85180,-8560,58190,-64870,54640,51780
-85340,-8640,58190,-65090,54640,52240
-85350,-8780,58760,-65090,54500,51960
-85360,-9380,58760,-65090,53960,53110
-85720,-9400,59520,-65210,53940,52870
-85820,-9420,59520,-64710,53620,52810
-85830,-9740,59500,-64710,54130,52650
-86050,-8900,59120,-64710,54130,52410
-86060,-8730,59080,-64730,54050,52390
-86070,-8750,60150,-64850,53630,51890
-85070,-9290,60150,-65150,53630,51730
-85790,-6630,60070,-66050,52670,51730
-86210,-6930,60050,-66050,52590,52550
-82490,-7990,59410,-67090,52130,52030
-82990,-8710,61930,-67130,51330,51570
-83290,-8810,61430,-67130,52230,51570
-81950,-9490,61430,-67690,52190,51510
-82030,-9830,61430,-67850,52770,51510
-82040,-10070,61070,-68270,54040,51270
-78860,-10590,60450,-68790,53420,50370
-78870,-11210,60130,-69350,54930,50370
-78090,-11270,60090,-69590,54890,49970
-78100,-11550,58930,-66660,53670,49710
-78360,-11750,58810,-66800,54550,49550
-79180,-11770,60770,-67280,53910,49550
-79480,-11790,60770,-66340,53610,49230
-79920,-12170,60770,-66900,53190,51030
-80200,-8890,60690,-67520,51830,50090
-80660,-9450,60690,-66040,51710,49750
-77840,-9590,59810,-66040,50550,49110
-74460,-10650,58670,-67180,50550,49070
-74760,-11250,58330,-67540,52150,49070
-75280,-11690,57990,-68280,54190,49070
-75460,-11710,57950,-67440,53890,48770
-73640,-12690,57190,-67440,53810,48770
-71100,-13530,56510,-67580,53810,47890
-71340,-13670,57130,-67680,53810,47750
-71360,-13550,57070,-67680,53770,47750
-71600,-13570,59290,-68140,52690,47330
-69380,-13830,58990,-68840,52310,46750
-69880,-14910,58990,-68840,55130,45510
-70980,-15350,62450,-69460,54050,45290
-71440,-15690,63690,-69500,53690,45250
-72840,-16970,62350,-70600,60690,43370
-72850,-17210,63920,-71000,60450,42690
-72860,-16800,63920,-71260,60450,42550
-73720,-17520,63920,-71260,60170,44410
-73820,-17100,63780,-71340,60070,44410
-73830,-16550,63540,-71480,59910,44410
-73840,-15580,63280,-71700,59570,44270
-73850,-16220,63260,-72260,61080,43990
-72650,-16760,63260,-72600,60760,43990
-72790,-16780,65320,-73180,60460,42970
-70930,-17000,64880,-73600,60140,42510
-71110,-17020,65440,-73600,59960,42330
-70650,-17160,65340,-73820,59960,42330
-70970,-17280,65000,-73040,59960,42330
-71250,-17300,64340,-70960,59360,41810
-71260,-18060,63640,-71100,61470,41310
-71270,-18080,62860,-71180,62600,41070
-71390,-18200,62420,-71360,63780,40750
-68550,-19140,62400,-71780,63360,39710
-68690,-17740,61980,-72180,63260,39370
-69450,-18340,61660,-72940,66560,38510
-69850,-18620,61620,-73040,66560,39330
-70250,-16960,61360,-73300,66180,38970
-70260,-16980,61730,-73440,66040,38910
-67200,-17480,61690,-73780,65080,37690
-67560,-17760,61630,-74060,64460,39290
-67570,-18200,62380,-74080,64180,39290
-68050,-18580,61820,-72380,63900,39290
-66730,-19060,61680,-72380,63340,39150
-66930,-19520,61020,-72380,62800,41010
-66940,-20300,63770,-73800,62800,40470
-64940,-20940,63510,-74140,62140,40370
-65140,-21320,64710,-74200,62080,39870
-65400,-21740,65470,-74220,62020,39870
-65640,-21760,65110,-74540,61960,40870
-65820,-21780,65090,-74320,61960,40870
-65830,-21800,64570,-74400,61960,41500
-66130,-20460,64450,-74520,61600,41060
-66410,-19680,64410,-74800,61600,40880
-66590,-20000,64150,-74800,61600,41640
-66890,-19320,63990,-74820,61500,41540
-66900,-18630,63710,-74840,61180,41480
-66910,-18650,63710,-74650,61180,41320
-68130,-19210,62450,-74970,61180,44680
-67850,-19410,62450,-74970,61160,44620
-67870,-19030,62430,-74970,60820,44620
-66930,-19330,62430,-74970,60280,44520
-66940,-19350,63140,-75070,59880,44340
-66950,-19490,63140,-74620,59660,44260
-67890,-14470,62200,-75760,58920,43000
-66770,-14690,61620,-75840,58680,43000
-66930,-14250,61520,-75840,58680,42820
-65130,-14830,61400,-76000,58100,42460
-65530,-14850,60800,-74760,57880,42460
-65540,-14870,60800,-74920,57880,42650
-65860,-15690,60760,-75600,60540,41850
-66480,-16230,60500,-75600,60240,43570
-66960,-16250,60480,-74380,59540,43570
-65280,-16650,60340,-74880,59540,42930
-65780,-14810,60140,-75380,59140,42690
-66180,-14890,60100,-75420,60000,42390
-66800,-14910,60960,-75640,60000,42390
-68360,-11230,60300,-76880,60000,42170
-68370,-11250,60630,-77020,59840,42170
-68810,-11270,60630,-76160,59640,41970
-68990,-12570,59410,-76280,58340,46090
-69270,-12670,59130,-75440,58340,45910
-69290,-12590,59130,-75460,58340,45870
-69750,-13670,62830,-75460,57260,44790
-69760,-13890,62310,-76100,57140,46300
-67560,-14410,62050,-76620,57140,45400
-67000,-14550,62050,-76780,56940,45340
-67010,-14830,62050,-77220,56680,46330
-68250,-10730,61490,-78000,56120,45370
-68790,-9790,61390,-78000,55820,45370
-69930,-10090,61390,-78300,55760,47170
-70230,-9690,61390,-78400,55760,47170
-70830,-10330,63570,-78820,55240,47170
-71290,-10930,63550,-79120,55060,48730
-71710,-11210,63370,-79280,54680,50150
-71870,-11230,62970,-79280,55320,50090
-71890,-10870,62910,-79540,55300,50090
-71900,-11410,62290,-79860,57110,49770
-71910,-9220,61710,-80440,56630,49230
-71920,-9520,61710,-80480,57240,48970
-69220,-10020,61210,-81040,56860,48210
-69340,-10040,61050,-81460,57580,48210
-69560,-8900,60750,-81700,57300,48110
-69900,-9840,60730,-82240,59920,47330
-69910,-10020,60550,-82460,59920,47920
-70010,-10040,60850,-82560,59880,47880
-70330,-10220,61670,-82620,59880,47620
-70430,-10500,61510,-82760,60600,47580
-70440,-9470,61050,-82760,60160,47460
-70450,-8080,60210,-83020,59880,47460
-70610,-8540,59670,-83240,59360,49360
-70890,-6780,59170,-83260,58980,48780
-70900,-5490,58710,-83440,58980,48140
