0,1,2,3,4,5
-2190,-73610,66100,-52310,46550,21460
390,-73630,65440,-52890,45870,20820
-370,-74090,68860,-53630,45050,20180
-380,-74330,68840,-53710,45400,20180
-600,-74930,68240,-53710,47480,19520
1560,-75250,68240,-54490,47320,18620
1200,-75410,67820,-53210,47280,18320
760,-75730,67820,-51890,46920,18120
750,-74920,67620,-52130,46560,18120
710,-74960,67500,-52130,46780,18100
350,-75640,70200,-52210,46020,17280
-250,-74000,69860,-52230,45340,17280
-260,-71030,69140,-52810,44640,16320
-520,-71050,69140,-52910,45160,16180
-580,-71110,69140,-53150,45160,16540
-860,-70550,69140,-53150,44880,16540
-1220,-70710,70020,-53190,44880,16220
-1230,-69860,69700,-53190,44540,16040
-1240,-69110,69320,-53450,44440,16040
-1340,-69250,69260,-53510,44320,16520
-2120,-69870,68980,-53510,46000,16520
120,-70150,68460,-53850,45240,16180
0,-70170,68460,-54170,45980,15900
600,-70190,68080,-54250,45980,15780
1520,-70290,68080,-54750,45660,15780
880,-70990,67680,-55290,48340,15380
700,-71290,67220,-53770,48340,14800
600,-71610,67040,-54070,49560,14480
160,-71870,70520,-55170,48720,13640
940,-72070,70380,-55170,48380,13540
2240,-72450,70360,-55490,48120,13220
2160,-72590,70740,-55490,48120,13060
3140,-72970,70740,-56090,48120,13060
2300,-73410,69900,-51790,47020,11980
2290,-73910,69720,-51790,47710,11980
2090,-74190,69060,-51850,49150,11740
1950,-74610,68700,-50690,48950,11700
1750,-71630,68100,-51610,47890,11500
3010,-72350,67860,-51610,47790,11300
2910,-72730,67840,-51610,48630,10960
2900,-72750,67780,-51220,48330,10960
2700,-72770,67700,-51220,48250,11340
2980,-72790,67700,-51400,48250,11260
2540,-72810,67520,-51920,48250,12420
2420,-72970,67520,-52060,48670,12420
2160,-73150,67340,-52300,49590,12360
1920,-73810,69200,-52300,48870,12120
1720,-74110,69200,-52700,49770,12120
1340,-74230,69040,-52880,50850,11880
3700,-74470,68080,-53480,50290,11880
3690,-74910,68080,-53720,49930,12930
3430,-75450,67820,-54100,51630,12670
6210,-76630,66440,-54100,51590,12490
7530,-76890,66440,-54620,51530,12010
7450,-76190,66220,-54760,51530,11750
10470,-76710,65520,-55520,51490,10750
10460,-76830,65240,-55700,52080,10750
10450,-75840,65080,-56020,51920,10410
9790,-75860,65080,-56020,52620,10390
8850,-76100,64140,-56540,51780,13870
7870,-76620,63400,-57680,50500,18530
7830,-76640,63400,-57680,50500,18590
7590,-77200,65560,-58400,50340,18110
6250,-77680,64120,-53700,50340,16670
6950,-77940,64120,-53720,50080,16510
6470,-78780,63280,-50940,50080,15890
6390,-78900,63600,-50940,49960,15890
6250,-79680,63600,-49820,49960,15690
6190,-79740,64060,-49880,49960,15410
5770,-80080,63980,-48700,49960,15070
5760,-76610,62800,-49800,49960,13890
5200,-77190,62260,-49800,49420,16110
5140,-77210,62260,-49820,50160,15470
4400,-77690,63940,-49840,49720,15470
6540,-78310,63240,-49840,49600,14770
6530,-78390,64310,-50380,49220,14710
6070,-78870,66770,-50880,48720,14190
5490,-79690,68970,-50980,48720,13490
8930,-79810,67550,-52080,48720,12690
11110,-80150,67190,-52720,48420,12150
11100,-80710,66970,-51690,48180,12150
10960,-81150,66790,-52010,49500,11910
10950,-81930,65890,-49860,49500,11450
10940,-81220,65570,-49860,49460,11110
10220,-81940,67430,-49860,49460,10690
10210,-82100,67430,-50180,50430,10210
9850,-82420,67110,-50520,50430,11550
14130,-83180,65390,-50520,50250,9930
13510,-81660,65390,-51060,50150,9670
13500,-81680,65420,-51060,50150,9670
13380,-81860,65220,-51800,49430,11630
14240,-81880,64840,-51920,49310,11410
14230,-81230,64760,-52200,49030,11410
13310,-81250,64400,-50420,48790,11170
13300,-82210,63700,-47930,48650,10490
15940,-82990,63340,-48790,48210,10290
15560,-83010,63340,-49110,47970,11250
17700,-83910,63240,-49610,47970,10610
18440,-83930,63240,-49830,47750,10330
18280,-84070,63240,-49270,47490,10330
17820,-84770,62900,-49770,46970,12850
17180,-84790,62060,-50670,50330,11890
16860,-85090,62060,-50670,51250,11590
17620,-85450,62040,-50690,51250,11230
17500,-85970,61360,-49370,51250,11230
16600,-86550,60560,-49450,54830,10010
16100,-84990,60020,-49450,54310,10010
15140,-85010,58860,-45270,52810,9470
17040,-85890,58280,-45270,52370,9470
18980,-86110,57220,-45450,52290,9070
18620,-86130,57040,-45450,52290,9630
18520,-86250,57800,-45450,51750,9630
20120,-86550,57680,-46010,51350,9410
19920,-86570,57660,-45490,51350,9130
19800,-87530,59360,-45490,50810,9050
19660,-85750,59080,-45730,50230,8510
19460,-85950,60260,-46190,50230,8190
19420,-85890,60260,-46190,50230,8170
19320,-84710,59820,-46710,50190,8090
18980,-85410,62180,-47590,49970,7870
18640,-85770,62160,-48010,49870,9110
22720,-85790,61480,-49730,49870,7450
22240,-84650,61020,-49810,49870,7330
22160,-84670,60780,-48650,49490,6890
21800,-85090,62780,-48650,48830,6330
21790,-84640,62580,-48650,48590,6330
21490,-83240,62580,-48850,47910,6110
21480,-84120,62220,-49830,50420,5830
20780,-84140,64000,-49890,50320,4930
20400,-83140,63600,-50110,50320,4930
19000,-79100,62620,-51370,49920,4930
18800,-79320,62620,-51370,50340,4930
18420,-77660,62340,-51550,49900,4550
18260,-77680,62320,-51190,49900,4390
18080,-77880,62320,-51250,49700,5030
17460,-78500,62060,-51250,51800,4430
17340,-78620,61500,-51330,50460,6650
16680,-79080,61480,-51330,49820,8430
16340,-79560,61260,-51650,51180,8430
16330,-80040,60900,-51930,51000,9740
16210,-80180,60700,-51210,50740,9740
15370,-80200,63020,-51830,49900,9740
14390,-80660,63000,-48850,49380,8740
14110,-80680,65220,-49450,48760,8040
14390,-80880,65220,-49490,48760,8000
19770,-81540,64320,-50790,47460,6780
19270,-81960,66180,-51010,47180,6340
19210,-81980,65740,-51030,46520,7540
18790,-82200,65660,-51630,46200,9180
18370,-80520,65140,-52050,46040,9020
18210,-80940,64360,-52590,48360,8600
17830,-79820,64320,-52590,48140,8120
17450,-78840,64160,-52750,47860,8120
18670,-79440,64160,-53270,47760,8120
18490,-79460,64160,-52990,47680,8120
18480,-79920,63620,-51680,47620,7880
18140,-80740,65580,-52300,47440,7880
17180,-82120,65560,-48160,46040,7500
17080,-82240,65040,-48180,46020,8280
16080,-78080,64040,-48320,45020,7260
15560,-78100,62920,-45800,44160,7260
15300,-78360,62180,-42680,43580,5980
14880,-76440,62140,-43260,43520,5160
14700,-77220,61780,-41680,43460,4960
14690,-76230,61480,-41720,43140,4640
13810,-76330,61460,-42600,45020,4640
13530,-75210,61380,-42880,44900,4280
13130,-74090,61200,-43100,44900,3960
12770,-74110,61140,-42060,44620,3640
12760,-74150,60980,-42240,45670,2980
14660,-74490,60580,-42600,45270,2580
14500,-74710,60580,-42620,45270,2980
14120,-75030,61420,-42620,45130,2980
13640,-75110,61420,-42920,45990,2980
13160,-75430,61100,-42940,45830,4280
13480,-75530,61040,-42940,45770,4180
13940,-75550,60860,-42940,45510,4180
12760,-75810,60160,-43720,48690,3920
11620,-75830,61680,-43900,48690,3740
12560,-76110,61680,-43980,48410,3440
12160,-76750,61440,-44340,48350,5140
13740,-77230,61020,-44500,48110,4860
13080,-78270,61000,-45880,47450,8620
12840,-78730,60420,-43740,47130,8080
12260,-77210,60100,-44120,47070,7900
10980,-78210,59260,-44120,50990,7100
10380,-75510,58880,-44660,50390,6520
10060,-74670,58560,-44660,50370,6340
9980,-74870,58360,-44660,49950,7240
9820,-75190,58240,-43460,49810,6780
11140,-75730,58180,-43760,49390,6780
10000,-76330,60960,-43780,48430,6720
9720,-75210,60960,-43980,48070,6440
9660,-75230,61140,-43980,47970,6440
9420,-75250,61140,-43000,47810,5880
9410,-73780,60720,-43020,47390,5280
9400,-74360,60540,-43380,48920,4880
10740,-74380,59820,-43380,48320,4880
10730,-75180,59820,-43460,49970,4120
10720,-76260,59520,-44340,49770,6590
10320,-76840,59260,-42120,49470,5910
9840,-77340,58640,-42820,48630,9050
9800,-77360,58600,-42600,48610,8950
9360,-77380,57920,-40580,48410,8270
9060,-77800,57600,-39300,48410,8030
8640,-78660,57300,-39840,51390,7170
8630,-78680,58070,-40040,51290,6730
8620,-78700,57690,-39170,50950,6610
8520,-78720,57690,-39370,51330,6550
8510,-79240,58400,-39370,51330,6370
8470,-79260,58400,-39410,51450,6350
8390,-79060,58340,-39470,51450,6350
7950,-79080,58340,-39490,50970,7310
7210,-80100,61240,-40450,50790,7310
7130,-80200,60900,-40450,51390,7230
6950,-80660,62240,-40990,51230,7230
6730,-80920,62120,-41150,51010,8210
6330,-81340,61600,-41250,52670,7990
6320,-81960,60820,-39200,52190,7830
6120,-81980,62840,-39680,51990,6710
5960,-82600,64820,-39920,51610,6130
5950,-83060,64180,-37170,50950,5150
5940,-83220,64080,-36660,50710,5150
6160,-83300,64060,-36660,50670,5070
5760,-82320,63720,-36780,50670,4950
5750,-82840,63340,-35870,50670,4950
5740,-82980,62980,-35870,50670,5460
5380,-82240,62980,-35870,50610,5140
5370,-82360,62800,-36230,51640,4780
5360,-81790,62800,-36390,51640,4380
4640,-82270,62800,-36530,50980,6380
3560,-82290,62020,-37610,50660,9660
3220,-80690,61640,-38190,50660,9360
3120,-80710,62040,-38390,50660,9280
4300,-81310,62040,-38630,50660,8940
4020,-81330,61720,-38990,50660,9920
4010,-81390,61660,-38860,50660,9920
3990,-80330,61260,-38920,50140,9860
5810,-80990,60940,-39020,50140,9120
8250,-81970,60940,-39600,49660,8720
9810,-81990,60860,-40100,49180,8240
9800,-82330,60860,-40220,49180,8710
9790,-79800,59700,-40540,49180,7670
9780,-80500,57580,-35950,47740,7350
9360,-80520,57580,-35950,47480,8050
9280,-80240,57540,-36030,47480,7970
8800,-78380,57540,-36390,46460,7970
8480,-78620,57520,-35690,46460,7850
8360,-78740,57520,-35690,46460,8090
7480,-78760,56320,-33250,46460,7750
7340,-78780,55940,-33330,47080,7750
8760,-78940,55640,-33330,46660,7210
9480,-78960,55040,-33330,46560,7210
10120,-79180,55040,-33550,46540,7030
10110,-79200,54720,-33950,45760,8560
9570,-77680,54180,-33970,45720,8180
9560,-77840,53420,-32200,45520,7540
9260,-77860,54460,-32200,45240,7100
8840,-78400,54400,-32400,47000,6560
8520,-78760,54360,-30960,46700,6140
7300,-79700,58320,-31800,46520,5360
6520,-80400,57360,-31880,46220,8180
6200,-80580,57360,-30680,45800,7900
6190,-80490,57320,-30680,45760,7900
5970,-81330,56380,-27180,44680,7480
5550,-81610,56100,-27580,44080,9460
5170,-81910,55540,-27580,45820,8960
5130,-82230,54940,-26080,45820,8420
5120,-82250,55490,-26100,45320,8420
5110,-82750,55450,-26340,44820,9710
5090,-82690,55430,-26360,44820,9710
5530,-82790,55430,-26360,44500,9690
5520,-83170,55270,-25390,44200,9570
5510,-83230,55170,-25530,44510,9570
5490,-83250,54930,-26310,46550,8590
5310,-82070,54750,-26570,46310,8270
4750,-82710,54750,-24970,46310,7870
4110,-83130,56690,-24970,46010,7290
4690,-83290,56670,-25130,45910,7150
4430,-83310,56670,-25130,45890,7450
6070,-83990,56390,-25130,45890,6770
6060,-84070,56390,-25130,46100,6650
5660,-82590,56390,-25150,45640,6050
5720,-82610,56350,-25150,45640,6050
5600,-83390,56310,-24110,45640,5950
4180,-84190,55190,-24450,44720,10550
3820,-81910,54590,-24970,44120,10350
3260,-80990,54590,-24970,44120,9990
3980,-81130,54450,-25130,44000,9830
3740,-79090,54250,-25610,43640,9070
3460,-79390,53950,-24610,43520,9070
3300,-77590,53310,-25190,43520,8650
3290,-77610,53380,-25210,43520,8630
2710,-75110,53000,-25890,43320,7970
2210,-75670,54700,-25890,42680,7970
4410,-76330,53840,-25890,42280,7690
4400,-76610,55090,-26190,41880,7430
5580,-76910,54870,-26770,41840,7390
5400,-77850,54810,-27730,43980,7390
5390,-77990,54630,-27180,43980,7170
6790,-78550,54290,-27180,43640,7010
6630,-78570,54150,-26600,43640,6750
6290,-78930,53690,-27360,45700,6610
6090,-79250,53090,-27480,45460,8090
6290,-79430,53090,-27480,45440,8090
6280,-79550,52750,-27760,45160,9120
6270,-79970,52310,-26170,44860,8700
5770,-80930,56530,-27010,43840,7800
5760,-80950,56530,-26760,43740,7680
6660,-81070,56270,-26820,43400,7560
6300,-81730,56270,-27480,45740,6900
5860,-81990,57270,-27680,45640,6900
5850,-79440,57210,-28660,44140,6900
5310,-77860,57070,-28880,43460,6900
4850,-78220,56990,-29340,44820,6900
7890,-78240,55630,-30740,44560,6900
7350,-78700,57110,-30960,44560,6640
6590,-78720,57050,-29320,44060,6340
6310,-78900,57050,-29420,44620,6340
6050,-79120,56830,-29560,45460,6340
5550,-79380,56450,-27160,44940,5600
4870,-79640,58210,-27480,44720,5320
4310,-81000,58210,-28500,47880,5100
4300,-81060,58500,-28660,47880,5040
4060,-79560,58240,-29040,47360,4940
5320,-79880,57820,-29040,46980,4800
4780,-80260,60060,-29520,46140,4800
4540,-78220,60040,-29960,45420,4180
7040,-79080,60040,-30300,44680,3620
6920,-79380,59580,-28760,44580,3060
6360,-79460,58320,-26080,43800,3060
6320,-80020,58040,-26540,45180,3020
6220,-80120,57660,-26880,45180,3940
6210,-80140,57640,-26830,45180,3940
5630,-80500,57540,-26830,46220,3940
5620,-80580,56780,-25700,46200,3680
5610,-80760,56680,-25250,46200,3520
4990,-79040,56620,-26090,46200,3320
4630,-79340,56620,-26090,46860,3320
6230,-79520,55960,-26090,46600,2820
5610,-76880,54880,-26410,46600,2200
4710,-74460,54740,-26670,46000,1680
4370,-73180,54220,-26670,45720,1540
3650,-73600,54000,-26670,45720,2900
3330,-73840,53760,-27590,47760,2580
3190,-74500,53120,-25490,47460,2220
2970,-74520,53120,-25610,47300,2740
2670,-74540,52520,-23690,46900,2140
2660,-74900,52520,-23080,46900,1900
2540,-73400,52100,-23420,46640,1540
4540,-74080,51740,-23920,46640,1080
3400,-75040,50860,-19660,46460,-20
2980,-75340,50860,-18660,46280,-120
2760,-73240,50460,-19320,45740,-400
3600,-73660,50380,-19320,45600,-600
2920,-73680,51800,-19680,45240,-600
2260,-71140,51800,-20000,44320,-1240
2250,-71240,51780,-20020,44470,-1240
2030,-71540,51780,-20100,44090,-260
1970,-71760,52380,-20420,44090,-260
1960,-71690,52380,-20420,44090,-320
1260,-69890,52380,-20440,43230,-540
160,-71270,52360,-15860,42250,-1640
1160,-71290,52280,-15860,41670,-1960
1150,-71310,52200,-15940,42000,-2100
270,-72070,51680,-12140,41180,-2920
-230,-72250,51080,-12140,42460,-2920
510,-72270,51000,-12260,42340,-3320
270,-72410,51000,-12400,43960,-4420
-10,-71330,50980,-13120,43960,-4480
-1010,-72110,50980,-10880,43640,-4620
-1020,-72370,50980,-11380,44530,-4740
-340,-72530,50820,-11440,44230,-4740
-760,-72850,50500,-11920,45770,-4740
-960,-72870,50500,-11100,45690,-5260
-1780,-73730,49660,-11940,44910,-1120
-1790,-73750,49600,-12060,45500,-1500
-2170,-73770,49340,-12440,45160,-120
-2310,-74090,49880,-12440,45080,-120
-2320,-73940,49880,-12440,45080,-260
-2940,-74680,52320,-13000,45040,-740
-1420,-74780,51960,-13000,45040,-1800
-1430,-75360,51600,-13160,44480,-130
-1440,-75520,51300,-13220,45010,-130
-1780,-75540,51080,-13880,45010,1110
-1790,-75560,51080,-14380,45010,1640
-1830,-75620,51080,-14520,45010,1880
-650,-76060,51060,-15140,45010,1780
3410,-77340,50260,-15700,44830,540
2810,-78160,52880,-15700,43950,220
5290,-78420,52620,-16600,43250,-140
5280,-78440,52580,-16800,42930,450
5270,-78860,52320,-16880,41870,2280
4530,-78960,52320,-18180,44730,1560
4370,-79160,53000,-18500,44730,1560
3730,-79180,55120,-19240,44090,1480
3930,-79200,55120,-19280,43950,1480
3530,-79960,55120,-19740,46150,900
3250,-78980,54940,-19960,46070,680
4150,-79100,54760,-19960,46070,80
4110,-79900,54740,-20940,45310,2680
3770,-80100,54360,-19020,44750,2240
3760,-80200,54550,-19020,44750,2160
3750,-78030,53850,-20100,44690,1840
3650,-78050,54390,-20100,44630,1480
3640,-77520,54390,-20240,44590,1140
2920,-77540,54330,-18660,44370,580
3580,-77660,54190,-18660,44150,400
2120,-77680,57730,-19960,43910,-120
2860,-77980,57690,-20200,43750,-120
2220,-78000,56590,-20480,42830,2840
2440,-78080,56490,-20480,42810,2820
5100,-78800,55990,-21200,42090,2820
5140,-78820,55990,-21220,42090,2820
6480,-78840,55310,-21440,41730,2760
5940,-75820,54790,-22240,41210,2120
5180,-76180,57290,-22240,40710,1240
6840,-76200,56610,-22660,40530,880
6500,-75160,56310,-22700,40350,700
8160,-75580,55350,-22700,40350,420
8150,-75130,55350,-22800,40350,80
10310,-75470,55250,-22800,39390,-680
10300,-74960,55230,-22880,39210,-900
10540,-74980,55230,-22880,39170,-1080
10420,-73840,55230,-23000,38710,-1520
10200,-74460,55210,-23020,38390,-320
10190,-73210,54830,-23380,38390,-820
10030,-73850,54830,-23600,40050,-1460
9650,-73970,54430,-23640,40990,-1460
8830,-74470,53790,-23680,43410,-1880
9350,-74810,53790,-23740,43350,-1940
9070,-74830,53530,-23740,43930,-1960
8490,-74910,53110,-23760,45550,-2480
8250,-74210,53010,-23760,45450,-2740
10390,-74230,52990,-24600,44370,-2920
10170,-74490,52730,-23740,44310,-2980
9570,-72450,52470,-23800,43930,-3720
11030,-72470,51970,-24360,43690,-3860
11590,-72630,51970,-24380,43570,-4120
10930,-73670,50850,-20120,42330,-4320
10410,-72310,50450,-20120,42330,-4760
10400,-72390,50450,-20320,41990,-4130
10390,-73490,49130,-15990,40870,-4910
9810,-72310,49130,-16010,40290,-4910
9510,-72470,48430,-16710,42830,-5590
8850,-72790,47510,-16710,45910,-6770
8840,-73070,47050,-15620,45630,-6830
8620,-73290,47050,-15660,45630,-6350
8320,-73710,46870,-15680,47390,-7190
8100,-73870,46870,-15940,48170,-7330
7920,-73890,46410,-16520,47650,-5570
7400,-74150,46110,-16820,47310,-3850
7390,-74170,46980,-17080,46930,-4050
7270,-74290,46920,-17240,47390,-4050
6970,-72030,46560,-17900,46750,-4350
5850,-72650,48520,-18120,46750,-4350
7530,-73150,48280,-18300,46410,-4770
7450,-73970,47840,-18380,46410,-3350
6550,-71070,47060,-18700,45510,-3350
6370,-71090,47060,-18700,45930,-3570
6360,-69080,46880,-19420,45590,-4330
5880,-69180,48260,-19660,45490,-4790
5870,-69320,48220,-19700,45760,-4830
5860,-69340,48200,-19630,45740,-4830
5740,-68260,48140,-19630,44840,-4830
5560,-68740,50020,-19730,44220,-5330
6400,-68760,49940,-19830,43840,-5590
6060,-68780,48560,-20370,46800,-6270
9860,-70440,48360,-20370,46700,-8110
9320,-71360,48360,-18430,46580,-8470
9020,-71380,49660,-18950,46580,-8930
8940,-71040,49640,-18950,46340,-8930
10580,-71780,49640,-19690,46180,-8930
10570,-71960,50770,-19970,45900,-9310
10250,-72280,50770,-19970,45740,-8510
10240,-72800,50710,-20070,46430,-8510
9780,-70080,49950,-20390,46050,-9310
9020,-70540,48550,-20590,50190,-10630
9320,-70560,48550,-20590,49910,-10630
9310,-68490,47790,-20950,49350,-11010
9090,-68730,47530,-20950,50070,-11010
9030,-68350,47510,-21210,50050,-11030
8630,-68370,47150,-19870,49870,-11410
7710,-68390,50470,-20230,48230,-11790
7550,-68710,51290,-20270,48170,-12030
6810,-68910,50690,-21010,48170,-9750
6800,-68930,50820,-21110,48170,-9750
6790,-69210,50780,-21110,48130,-9380
6530,-69510,50640,-20270,48130,-9520
7470,-69530,50320,-20450,47710,-9520
6690,-70390,52980,-20710,47710,-10280
6370,-70710,52980,-21050,47370,-8960
6270,-70910,53580,-21230,47370,-9080
5670,-71430,53180,-19070,47290,-9640
5430,-71570,53180,-17490,47070,-10620
4650,-72350,52400,-14970,46890,-10620
3970,-72910,51660,-14970,46110,-7860
3960,-72930,51990,-15070,45910,-7860
3950,-73030,51890,-15110,45830,-7530
3630,-74070,55350,-15110,44770,-8570
2750,-74670,59750,-16570,44770,-10030
2430,-73890,59750,-16590,44430,-10130
2170,-74550,59750,-17270,44430,-8530
2030,-73630,59530,-17370,43970,-8530
1670,-73970,59330,-17830,43610,-6810
3390,-73990,59210,-18410,43150,-7350
3380,-74010,59190,-18510,43150,-7200
3040,-74330,58870,-17010,42630,-7200
6420,-75250,58330,-17930,41650,-7220
7440,-75270,58310,-18250,41330,-7560
7020,-72310,57730,-19090,40530,-7880
7010,-72220,57730,-19090,40450,-7880
7790,-72240,57730,-19430,40450,-8300
6990,-72920,60930,-20330,40430,-9100
6830,-72940,60930,-20410,40170,-8580
6510,-71660,60930,-20410,39770,-9140
8110,-72180,60550,-20770,39610,-9320
7570,-72320,61670,-21050,39570,-9440
6870,-72820,63790,-21050,39110,-9900
6860,-72840,63790,-21050,39140,-9900
6600,-73320,63730,-19710,38860,-10160
6590,-73460,63190,-18420,38400,-10300
6580,-73660,62990,-18720,39110,-10300
6020,-73680,62950,-16920,38650,-11020
8100,-73920,62350,-17500,38110,-11140
7340,-74280,64330,-17500,38070,-11960
8040,-74300,64330,-17500,37490,-12060
7760,-73540,64330,-17500,37310,-12360
7440,-73740,64110,-17840,37310,-11280
7420,-73760,63950,-17840,37510,-11280
7180,-74740,67010,-18220,36830,-12060
6840,-74760,66850,-17540,36830,-12220
6660,-75040,66750,-17980,38470,-12860
6650,-73050,66030,-18120,38070,-13580
6640,-73570,67240,-18180,37550,-13680
6320,-73590,67060,-18500,37050,-12340
6140,-73610,66340,-18680,38150,-12340
5040,-74710,66000,-18680,40690,-12340
7060,-75390,65200,-18840,40310,-12340
6660,-75410,64900,-19240,40130,-11040
6650,-73580,64580,-19920,39950,-11680
6470,-73720,66080,-20180,39450,-12100
6970,-73740,65880,-20180,39170,-12100
6790,-73760,66200,-20180,39170,-12220
6270,-72060,65920,-20180,38650,-12600
6090,-71440,65900,-20300,38350,-12600
5970,-71460,65900,-20160,38350,-12600
5650,-72300,65040,-20280,37430,-9540
5640,-71230,64740,-20640,37290,-9800
5630,-70540,64360,-20660,37290,-10080
6650,-70620,64360,-21280,36970,-10080
6290,-70980,66120,-21820,36750,-10360
6090,-71720,65720,-22140,38790,-10740
6080,-72200,67390,-22800,38270,-10740
6070,-72680,68960,-23140,37870,-11080
6060,-72210,68960,-23140,37470,-11140
6050,-72590,68600,-23140,38660,-11580
5690,-73510,67400,-20140,38480,-11920
5250,-73530,66480,-20580,38100,-9720
4370,-73550,65600,-21280,41420,-10560
4870,-73750,65460,-21280,41340,-10640
4860,-73810,65360,-21300,41140,-10250
4850,-73870,64540,-22160,40220,-7580
4840,-73540,64520,-22160,40000,-7660
4830,-73940,64120,-22340,41310,-7980
4510,-74640,64120,-22440,40630,-6180
4230,-73280,64120,-22600,39990,-6460
3990,-73300,64120,-22280,39930,-6460
3470,-73660,64040,-22380,41450,-6920
2770,-71760,64040,-22800,41450,-7700
2760,-72180,63960,-23260,42820,-8100
2750,-72200,63760,-22850,42640,-8100
2740,-72460,65190,-23130,42300,-8640
2660,-71080,65170,-24010,42040,-8780
2520,-70860,65170,-24010,41960,-8780
2360,-70880,64990,-24570,41680,-7580
1760,-71420,66910,-24650,41220,-7820
1540,-71820,68290,-24650,40680,-8040
1200,-71840,69030,-24850,40500,-8040
3100,-71860,68230,-24950,40340,-8860
3090,-72540,67110,-25310,40180,-6530
3080,-69550,66310,-26110,39600,-7330
4700,-70210,65630,-26310,39520,-7330
5240,-70230,65630,-26450,39380,-7570
6020,-70250,65570,-26910,39140,-7570
6010,-70430,64930,-27670,38500,-5340
5390,-71050,64750,-28430,38180,-2840
5380,-70120,64350,-28610,38180,-3180
6500,-70600,64350,-28730,37860,-3380
5980,-70740,64230,-28730,37860,-2600
5440,-71240,66470,-29270,37200,-2600
4520,-72160,69450,-30110,36900,-2600
4500,-72740,70370,-30110,36580,-2600
4460,-72900,70630,-30150,36580,-2620
4280,-72080,70630,-30330,36400,-2900
3940,-69960,70570,-30970,35960,-3540
3760,-70260,70270,-29970,35860,-3660
3360,-70400,70130,-29970,36940,-4060
2240,-71300,69990,-29970,40180,-5140
3480,-71800,69990,-30290,40180,-5560
3320,-72240,69830,-28930,39580,-5560
3260,-73140,68730,-29670,38460,-1640
2620,-71620,68670,-29730,38460,-2400
2200,-71700,68650,-29730,38140,-1560
1360,-69760,67950,-29910,37920,-1560
1350,-69940,67890,-29660,37920,-1560
1150,-69960,67730,-29880,38700,-1740
2350,-70100,67630,-30020,38580,-2440
2130,-70120,67470,-30200,38360,-1640
1830,-70140,69210,-30740,37960,-2120
1550,-65360,68070,-31860,36840,-3240
3910,-66220,68070,-31900,36520,-4380
3270,-66600,67090,-28240,35780,-5300
3260,-66800,68080,-28240,35200,-5500
6160,-67480,67360,-28860,35120,-6300
5840,-67800,67360,-29200,35060,-5260
5780,-67940,67620,-29200,35060,-5320
5660,-67520,67600,-29200,35060,-5600
5560,-65740,67600,-29640,34140,-5920
5550,-65760,67790,-29660,34140,-6060
5390,-64780,67330,-29700,33980,-6220
5330,-65620,68910,-29720,33320,-6220
5230,-65200,68690,-29820,33320,-6220
5410,-65220,68690,-29920,33260,-6220
4550,-63320,68690,-30900,33200,-6220
4540,-63340,68370,-30050,33120,-6640
5220,-63580,68290,-30050,32760,-6640
4860,-63600,69430,-30470,32720,-6940
4280,-63960,69170,-28970,32420,-6940
3820,-64080,71150,-29570,32300,-7620
3620,-64980,70750,-29970,32140,-5560
3480,-65000,70370,-29970,32680,-5560
3340,-66260,69110,-30030,36200,-6360
3240,-65640,68930,-30330,36180,-6380
3120,-65660,68890,-30090,36180,-6440
2960,-65680,68830,-29750,36080,-6440
2720,-65700,68810,-29750,36360,-6440
2100,-66320,68690,-27570,36160,-7060
4400,-67020,67990,-27570,35720,-7520
3800,-67040,67990,-28130,35140,-5760
3620,-67220,69010,-28210,34780,-5980
3120,-67660,68390,-26410,34780,-6220
5600,-68120,67490,-26810,34780,-6940
5100,-68160,67010,-27050,34280,-5180
4660,-69080,66490,-27850,33360,-1580
8460,-70200,65790,-28010,32260,-2300
8450,-70420,65730,-28110,32770,-2420
8440,-70440,65710,-28110,32730,-2330
8430,-70170,65690,-28190,32570,-2330
7850,-70190,64990,-28210,34470,-2910
6950,-70650,64970,-25010,33930,-4190
6940,-70810,64810,-25430,33930,-3440
6840,-71070,64810,-25030,33930,-3480
6700,-71330,64770,-25110,34530,-3560
7520,-71390,64750,-25470,34190,-3600
9240,-71650,64730,-25970,33690,-4040
8160,-69030,64250,-25990,32950,-4340
8060,-69250,64230,-26490,32770,-3320
7700,-69970,66410,-27310,32770,-3600
7240,-69990,66130,-26190,32590,-3780
9560,-70150,64930,-26510,32090,-3920
9340,-70170,65570,-26730,32090,-4100
10280,-70190,65470,-27050,31850,-4360
9520,-68530,65470,-27510,31730,-4680
9180,-68670,65470,-27770,31710,-3920
9170,-68750,65640,-27770,31710,-4000
9410,-68770,65520,-27770,31610,-4000
9070,-69050,65520,-28290,31350,-2600
8290,-69350,64860,-28350,30950,-400
8110,-69730,64620,-26290,30410,-1120
7550,-66730,63780,-26910,30410,-2100
7540,-64760,63180,-27670,30410,-2700
7530,-63030,62240,-27950,30110,-2900
7520,-63050,61920,-28270,30980,-3100
6620,-63070,61360,-28270,33120,-3760
6610,-63090,61280,-28510,33690,-3980
5490,-60190,61280,-28550,32930,-4960
4810,-60770,63140,-28570,32350,-4960
4190,-61650,62680,-28710,34630,-5140
3830,-61670,62360,-28710,35330,-5140
3230,-60370,62360,-28990,35270,-5500
3050,-60390,62340,-28990,35490,-5500
5210,-60410,61820,-29530,34810,-5900
5200,-60430,61500,-29530,34370,-5110
5100,-60750,61500,-29850,35190,-5190
